idPlayerNBA,namePlayer,summary,comments,dynastycomment
203925,Joe Harris, , ,
203926,Doug McDermott, , ,
203932,Aaron Gordon,"You almost certainly have to punt FT%, but AG has a lot more to his game than people thought. Playing next to Jokic helps.","Now an NBA champion, Gordon was instrumental in Denver’s title run, even though it resulted in an uninspiring fantasy rank. AG was an 11th-round value in 9-cat on a per-game basis, as he was held back by minimal production in 3s, steals and blocks with a horrendous FT%. 

I’m not trying to clown on him, though. AG is a legit role player and you couldn’t ask for a better fit next to Jokic. Gordon ranked in the 86th percentile on cuts and was a stud on the defensive end, even if that wasn’t reflected in his steal/block rates. Gordon is now an average 3-point shooter (34%) which is a step in the right direction, and his FG% and production in points will continue to be solid as he’s a handful to stay in front of with his combination of brute strength and 99th percentile athleticism. 

If you’re willing to punt FT%, there’s more than enough upside to turn him into a reliable mid-round contributor. In fact, he would’ve shot up to the 5th-round in 9-cat with FT% out of the equation last year.",A fantastic grab at a cheap price for punt-FT% builds.
203933,T.J. Warren, , ,
203935,Marcus Smart,A Smart-Bane backcourt should be a fun pairing on both ends. Smart is still in his prime and has more opportunities than he did in Boston. ,"By his standards, Marcus Smart is better than what he showed in 2022-23. With an ADP of 88, Smart fell short of expectations with an 11th-round finish in 9-cat (per game). To pour salt on the wound, he also made just 61 appearances. Nothing about his production scares me away though, as he saw just slight dips in points, rebounds and steals. His FT% also dropped off after hitting above 79% in his previous four seasons.

Smart is still a mid-round producer in my book, and he should get off to a fast start in 2023-24 with Ja Morant sidelined for the first 25 games. ",Will get a massive early-season bump without JA. Memphis' defense will be another level.
203937,Kyle Anderson,"Won’t offer the same upside in 2023-24 with a healthy KAT back in the mix, but Slo Mo still figures to offer mid-round upside at a cheap price as Minnesota’s sixth man. ","Slo Mo was a huge success both in real life and in fantasy in 2022-23, taking advantage of an injury to Karl-Anthony Towns to become a walking triple-double threat. Emphasis on walking. He posted three triple-doubles on the season and averaged a career-high 4.9 assists, and he also took a punch from Rudy Gobert like an absolute champ. 

He also shot a career-high 41% from deep, thriving from the corner in particular (47%). The bad news is that he’s not ready to be a high-volume 3-point shooter with just 1.5 attempts per game. The Wolves will be healthy coming into the season with KAT back in the mix, and all signs point to Jaden McDaniels making another leap. Anderson is likely to be the sixth man in Minnesota, though he still has a good chance of coming close to the 28 minutes per game he saw in 2022-23. He averaged a combined 2.0 steals and blocks, he can rebound well and can get you a handful of out-of-position dimes. He’s also a great source of FG% with 42% of his shots coming from 3-10 feet, and his poor FT% isn’t a concern due to low volume. He may not be a 7th-rounder in 9-cat like he was last season, but there’s still a lot to like here at what should be a decent price in drafts.",A healthy KAT reduces Anderson's overall outlook.
203939,Dwight Powell, , ,
203944,Julius Randle,"One of the most passionate players in the NBA, Randle is a joy to watch but is far from a complete fantasy player. The Russell Westbrook of big men. ","Julius Randle has become the Russell Westbrook of big men, posting a 25/10/4 stat line that comes with some red flags. Randle put up a shooting line of 45/34/75, and while those aren’t atrocious by any means, they come with high volume. Defensively, it gets worse. Randle averaged a combined 0.9 steals and blocks, his lowest marks since 2017. He also turned the ball over nearly three times per game.

He ranked 71st in 9-cat per-game value which was just shy of his ADP, making a much bigger impact in the NBA as opposed to fantasy leagues. Randle will be returning to a similar situation in 2023-24 with the Knicks looking like a playoff team again, and there’s no question that he and Jalen Brunson will be the engine of the offense. Randle saw endless double teams in 2022-23 and still put up monster counting stats, solidifying himself as a force on the offensive end. Getting 4+ dimes per game from your big man is a pretty big deal too, and he’s done that in three straight seasons.

 The culture is changing in New York and Randle looks as motivated as ever entering his age-29 season. If you’re planning to punt a category or two, Randle is a relatively safe pick in the middle rounds but has too many holes in his game to sneak into early-round territory.",You almost have to punt a couple categories to optimize an otherwise elite offensive talent.
203952,Andrew Wiggins,One of the NBA’s best role players that is best suited for punt-FT% builds.,"Gone are the days of Wiggins pretending to be the Alpha. His time with the Warriors has transformed him into one of the most reliable two-way wings in the NBA with Wiggins buying into his role on both ends of the floor. The 2022-23 season was a wash, however, with Wiggins playing just 31 games due to a variety of injuries and a lengthy personal absence due to some health issues with his father. 

On a per-game basis, Wiggins was excellent as the 61st best player in 9-cat, and he shot up to 45th if you punted free throws. He shoots 72% from the line for his career, so we should see a jump compared to last year. Defensively, he’s one of the NBA’s premiere wing stoppers with Basketball Index giving him an A+ in Perimeter ISO Defense and an A- in Defensive Impact. 1.4 steals and 0.8 blocks per 36 minutes gives him a really nice floor on that end.  

Wiggins was one of the worst ISO attackers last season in the 8th percentile, but he was one of the best finishers, ranking in the 78th percentile on cuts and the 97th(!) percentile off screens. With Chris Paul, Stephen Curry and Draymond Green around, Wiggins will feast on those again. And he’ll surely thrive from the 3-point line too, as he ranked in the 87th percentile on catch-and-shoot 3s. Bump him up if you’re punting FT%. ","FT% is awful, but Wiggins is going to love playing next to another elite playmaker in CP3."
203954,Joel Embiid,"A fantasy behemoth that will be the favorite to win the scoring title, but missed games keeps him out of Jokic’s unreachable heights. ","Fueled by an insane push from the media, Embiid claimed his first MVP award in 2022-23 with the highlight being his 47-point eruption against Nikola Jokic. He managed to stay relatively healthy for the second straight season, appearing in 66 games and finishing as the No. 2 player in 9-cat for per-game value and No. 3 in totals. He scored a career-high 33.3 points per game for his second scoring title in a row with James Harden shifting into more of a pass-first player, adding 10.2 rebounds, 4.2 assists, 1.7 blocks, 1.0 steals and 1.0 triples while shooting 54.8% from the field and 85.7% from the line. 
 
He was second in the NBA in player efficiency rating behind Jokic, and he’ll be right back in the MVP race for his age-29 season on a roster that could look a lot different if Harden moves on.  Even though Embiid’s knee is being held together by scotch tape, he’s easily one of the most dominant players in the NBA right now and is a true fantasy monster across the board. The 76ers have dialed back the load management in recent seasons, although new coach Nick Nurse cited how he treated Kawhi in Toronto and emphasized the “season-long vision."" Nurse is also known for running most of his players into the ground, so he’ll have to find a balance. 

If Embiid can manage to stay above 65 games, he’ll justify this No. 2 overall ranking. And with Nurse’s outside-the-box thinking and willingness to experiment, maybe this will be the year that Embiid makes it past the second round of the playoffs. ",Maybe has 2-3 more MVP-caliber years with his aching knees and back.
203991,Clint Capela,"Still one of the best rebounders in the NBA, but he’s on the trade block and Okongwu isn’t going away.","Clint Capela held off Onyeka Okongwu and endless trade rumors en route to a top-40 finish in 9-cat. Fantasy managers wanted nothing to do with him before the middle rounds for the reasons above, resulting in a bargain bin ADP of 82. His workload did go down to 26 minutes per game with Okongwu breathing down his neck, but he quietly averaged a double-double with a block per night with an elite FG% and low-volume free throws (that’s a good thing for him). 

No one will dispute that Okongwu is the future, but Capela may have what it takes to hold him off for another year. If you believe that, and I don’t think I do, he could end up being a great buy at his ADP. The trade rumors are still as rampant as ever, and it sounds like the Mavericks are one of the teams most interested. There is a case for Atlanta to hold onto him a little while longer, as he’s one of the most lethal players in the pick-and-roll and he has incredible chemistry with Trae Young. 

Capela was in the 91st percentile as a roll man in 2022-23, and he had the second highest rebound rate in the NBA. He is what he is at this point, and that’s a walking double-double with a sky-high FG%, solid block rate and a free throw rate that’s low enough to not scare anyone away. ",Okongwu's rapid rise is baked into Capela's price. May need a trade.
203992,Bogdan Bogdanovic,"One of the most reliable shooters and secondary playmakers around, but playing behind Trae and Dejounte isn’t ideal. ","I feel bad for Bogdan because he’s had some awful luck with his knee. He has settled into a sixth man role in Atlanta, although I’d be lying if I said I wasn’t worried about AJ Griffin coming for his minutes. 

Bogdan nearly threw up 10th-round value in 9-cat lase season in 27 minutes per game with most of his value coming from points (14.0), assists (2.8) and triples (2.7). He’s incredibly underrated in NBA circles, ranking in the 99th percentile on ISOs while posting absurd perimeter shooting stats (39% on catch-and-shoot 3s and 43% on pull-up 3s). ","Lights out shooter, but his role in Atlanta isn't where I'd like it to be."
203994,Jusuf Nurkic,"“Nurk Alert” days are over, and he could become a victim of Portland’s inevitable rebuild. Injuries have zapped his athleticism.","Jusuf Nurkic is long past his “Nurk Alert” days as we used to call him during the OG Rotoworld days. Nurk just barely slipped into the 10th-round of 9-cat ranks which was 50(!) spots shy of his ADP, disappointing what was left of his long-time backers. A few years ago, Nurk was on the verge of breaking into the early rounds consistently. Now he’s been outside the top-100 in three straight campaigns. But the worst part has been his health, as he’s played an average of 38 games over the last four seasons. 

I question where his future is with the Blazers toying with the idea of a rebuild around Scoot and Sharpe following Dame’s trade request, though I doubt Nurk has much value on the market at his salary. I question how much upside is left with his age, injury red flags, declining defense and uncertain team dynamics. ",Could become the odd man out in Portland's rebuild. Has looked incredibly uninspiring for two years.
203999,Nikola Jokic,Clear No. 1. A point guard in a center’s body with video game stats and zero red flags. ,"If there’s an argument against Nikola as the top pick, I’d love to hear it. The Joker has been the No. 1 player in 8- and 9-cat leagues for three straight seasons, both in totals and per-game value. It’s gotten to the point in which it’s almost unfair to have him on your fantasy team, and the same could be said about him in real life too as he led the NBA in both true shooting percentage and player efficiency with his first ring to show for it. 

Jokic gives you double digit dimes which is a cheat code at the center spot, double digit rebounds and roughly 25 points per game. He’ll be close to a block per game, and his steals have been through the roof in recent years with at least 1.3 per game in three straight campaigns. On top of that, you’re getting elite efficiency from the field and the free throw line on high volume, allowing you to take hits in that category elsewhere. 

He’s had no major injuries heading into his age-28 season which is unheard of in this day and age, and the Nuggets keep load management to a minimum. Jokic opted out of the World Cup to get some extra rest, so his mind and body will be fresh after a summer full of horse races in Serbia. He’ll also be returning to a similar roster, and I’m willing to bet he’ll find the same chemistry he had with Bruce Brown in Christian Braun for some easy backdoor cuts. Don’t overthink this one. With a league-leading 98 touches per game in 2022-23, Jokic is once again the top pick by a mile.",The complete fantasy big in recent memory. Probably holds here several more years.
204001,Kristaps Porzingis,I was all-aboard the hype train until the foot issue creeped up.,"2022-23 was essentially a make-or-break season for Porzingis after the Mavericks traded him away for a measly package of Spencer Dinwiddie and Davis Bertans. And boy did he deliver in what otherwise was a disastrous year for Washington. Porzingis shook off his injury-prone label and was an incredible value at his ADP of 47, returning first-round 9-cat value (totals) and ranking 14th overall in per-game value. 

The Celtics came calling and acquired Porzingis in a three-team trade and quickly extended him for two years and $60M. Porzingis was one of 19 players in the NBA who ranked in the 85th percentile on offense and defense according to EPM (h/t NBA University), and he’ll bring some rim protection and floor spacing to the title favorites out East. The roster makeup in Boston is pretty top heavy with seven legit contributors, and Porzingis figures to see a healthy share of the frontcourt minutes with Robert Williams better suited for limited workloads and Al Horford pulling out the icy-hot for his age-37 season. 

As far as fantasy goes, the analysis is pretty simple. History tells us that he’ll find a way to get his 15 shots per night no matter who surrounds him, and this is a player who has been a second-round per-game value in five straight seasons. The catch is that prior to 2022-23, Porzingis averaged under 50 games in four straight seasons, and that doesn’t include the entire season he missed with an ACL injury. He’s been battling plantar fasciitis over the offseason, and that’s an injury that tends to linger. You feeling lucky?",Long injury history is already hurt going into the new season with Boston.
204060,Joe Ingles, , ,
204456,T.J. McConnell,"Great assist/steal rates, but stuck behind one of the best PGs in the NBA.","McConnell averaged 20 minutes per game in 2022-23 and got a few minutes of overlap with Tyrese Haliburton. If that sticks, and there’s a good chance of it, he’ll continue to be a strong source of assist and steals without much upside elsewhere. ",
1626145,Tyus Jones,He may be a bit too pricey for my taste. I honestly want to avoid Washington as much as possible. ,"Tyus Jones played 80 games for the Grizzlies in 2022-23 and also made 20 starts with Ja Morant getting himself into all sorts of trouble. He was a 12th-round value in 9-cat in 24 minutes per game with most of his value coming from assists (5.2) and steals (1.0) while rarely turning the ball over.

His fantasy value got a boost over the offseason when a trade sent him packing to Washington. With the Wizards, Jones is likely to be starting alongside Jordan Poole with Delon Wright playing a significant role off the bench. He impressed in 22 starts with Memphis, averaging 16.4 points, 8.1 assists, 4.0 rebounds, 1.9 steals and 2.0 triples. Tyus had the best assist-to-turnover ratio in the NBA, and he thrived in transition (80th percentile). That makes him a good fit next to Poole and Kuzma. 

While there is a lot to like here, there’s also some red flags. The Wizards are likely to be one of the worst teams in the NBA, meaning there is some tank risk down the stretch. You also can’t be convinced that Tyus is the future of the PG position there, and at some point they will have to see if they can salvage Johnny Davis into an NBA player.","Will feast as Washington's starting PG, but that role won't hold for more than a year or two."
1626149,Montrezl Harrell, , ,
1626153,Delon Wright,You can pretty much view him as another De’Anthony Melton but with potentially fewer minutes. Not sure how he fits into Washington’s rebuild. ,"One of the most underrated fantasy assets in 2022-23 with a top-60 finish in 9-cat. Delon took advantage of several injuries in Washington, and most of his value came from a truly insane steal rate (2.7 per 36 minutes). He averages 2.1 steals per 36 for his career, so we’re likely to see that come back to earth a bit. The Wizards will look a lot different in 2023-24 with Jordan Poole and Tyus Jones running the show in the backcourt, but Delon figures to be the first guard off the bench. Look for him late if you need an injection of steals with some dimes that won’t hurt you anywhere. ",A peripheral stat stuffer. Just hope the tanking Wizards find a good role for him.
1626156,D'Angelo Russell,"He played well prior to the playoffs and the starting job is his to lose, but Austin Reaves may chip away at DLO’s usage. ","D’Angelo Russell began the 2022-23 season in Minnesota but was later traded to the Lakers in a move that seemed to benefit both teams. Russell’s counting stats didn’t change much with the Lakers, but his shooting efficiency began to trend up. In 17 games with the Lakers, Russell put up 17.4 points and 6.1 dimes on 48.4% from the field and 41.4% from deep. Los Angeles went 12-5 in those games, but he did cool off significantly in the playoffs just like the previous season with the Wolves.

The Lakers apparently saw enough to bring him back as their starter, and given the alternatives, it was probably the right call. Gabe Vincent was also brought in though with a $33M contract after his breakout season in Miami, and Austin Reaves should be primed for a larger role in the offense after his late-season heroics. Russell is only 27 and is coming off the best shooting season of his career, and he’s still the second best playmaker on the roster not named LeBron. Vincent and Reaves are threats to take some wind out of Russell’s sails, so he could potentially take a step back in 2023-24. ",Disappeared in the playoffs. Again...
1626157,Karl-Anthony Towns,"Will be healthy for once, and Minnesota seemed to be gelling at the end of the season. Would love to see KAT take defense more seriously if he wants back in the first round.","KAT came into the 2022-23 season with an ADP of 9 despite the addition of Rudy Gobert to the frontcourt, but a calf injury derailed his campaign which saw him make just 29 appearances. He ended the season ranked as the 38th best per-game contributor in 9-cat, a massive dropoff after ranking in the first round in each of his seven previous seasons. 

That was for a variety of reasons. For starters, KAT’s rebound rate dropped to 13.8% for the lowest mark of his career, and that was inevitable due to Gobert. Moving to the four also saw KAT’s block rate plummet to 1.5%, well below his career average of 3.4%. On top of that, KAT’s usage rate slipped a bit and he got a couple less shots per game, a trend that will continue with Anthony Edwards becoming the face of the franchise. 

There were some positives in 2022-23, though, as KAT showcased his playmaking ability as he recorded a career-high 4.8 dimes per night. I’m not as worried about his recent injury luck as I am about his drop in production next to Gobert and a rapidly improving Edwards, but KAT is still a second-rounder in my eyes as an elite scorer/playmaker with terrific efficiency and no punt-worthy weaknesses. ",Not a great fit next to Gobert. Has seen a decline in rebounds and blocks.
1626158,Richaun Holmes,"If he has gas left in the tank, Holmes finds himself with a dream opportunity in Dallas with an unimpressive Dwight Powell standing in his path. ","Back in 2020, Holmes was the 33rd ranked player in 9-cat. The year before, he was 42nd. He very clearly has a fantasy-friendly game, and the Mavericks rescued him from the Kings this offseason after he was buried on their bench. There’s no telling how much he has left in the tank going into his age-30 season for a player who relies on his burst, but Dallas is a pretty sweet spot on paper. Dwight Powell is the starter right now, but he’s as uninspiring as it gets. Christian Wood is unsigned, and JaVale McGee was dumped. 

Rookie Derrick Lively has just as much of a chance to break through in Dallas, but the Mavs are built to win now and Luka would love to have a roll man of Holmes’ quality. Holmes is probably one of the players I’ll watch the most in preseason to see if there’s still something there. ",
1626159,Justise Winslow, , ,
1626162,Kelly Oubre Jr.,"Wherever he lands, Oubre is talented enough to be a primary scorer for a second unit.","Unsigned as of Sept. 12 and without many suitors outside of some rumored interest from Miami. Oubre is a pure scorer, an average 3-point shooter and can be a plus defender when he’s dialed in. However, he has a shocking assist-to-turnover ratio and isn’t considered a “winning” player by many. Could be a great source of counting stats at the expense of your FG% if he lands on the right team.",
1626164,Devin Booker,"Arguably the most offensively gifted SG in the NBA, but would love to see his defense and 3-point output improve. ","Booker continued his ascent up the NBA superstar ladder with several out-of-this-world performances, reaching 50+ points twice in 2022-23 and averaging a career-high 27.8 points on a 49/35/85 shooting line. A dropoff in efficiency from 3-point range made him a little more hesitant from deep, but he shot an absurd 55% on shots from 10-16 feet, up 8% from his career average. He didn’t live up to his ADP of 16, however, finishing 29th in per-game value in 9-cat. He appeared in only 53 games as well, missing a large chunk of action with a calf strain. 

Booker’s fantasy value may never live up to his name value, and his postseason dominance is only going to make it even more difficult after he averaged 33.7 points and 7.2 dimes on a scorching 58% shooting. The cons of Booker as a fantasy asset are low defensive numbers, as he averages 0.8 steals and 0.3 blocks for his career. And with how utterly dominant he is offensively, his 3-point output could be a little better too.

He’s still an uber-efficient source of points on high volume from the field and line, and his assist numbers could go up with more PG duties to offset the inevitable dip in usage he’s looking at with Bradley Beal replacing Chris Paul. ",Has improved defensively and is arguably the best offensive SG in the NBA. Would love to see more 3s.
1626166,Cameron Payne, , ,
1626167,Myles Turner,He’s never been better and has three seasons of second-round production on his resume. ,"Myles Turner was a great buy in 2022-23 at his ADP of 42 with the entire industry banking on him either getting traded or being supplanted by an unproven Isaiah Jackson. Spoiler alert: Neither of those things happened. Instead, Turner became a force without Domantas Sabonis in his way, showing good chemistry with Tyrese Haliburton and becoming a leader for coach Rick Carlisle. 

Injuries limited Turner to 62 games, but he was a second-round per-game value in 9-cat and finished in the third round for totals. He set career-highs in points (18.0) and rebounds (7.5) with a 54/37/78 shooting line, but his shot blocking dropped significantly. After posting a block rate above 8% in his previous two seasons, it dipped to 6.6% in 2022-23 with Turner exerting more energy on offense. That said, he’s probably due for some positive regression there. 

Going into his age-27 season, I still think he’s incredibly undervalued. Turner ranked in the 95th percentile for true shooting, he was a 96th percentile roll man (thanks Haliburton) and a 99th percentile post scorer. With a strong draft and free agency, the Pacers could be playoff bound and Turner is set up to be the anchor on defense and the third option on offense. Durability is a concern, sure, but there’s so much to like here that I can ignore it at his projected ADP. When you’re the roll man for one of the best PGs in the NBA, I want you on my fantasy team.","Thriving next to Haliburton, and the trade rumors are done."
1626168,Trey Lyles, , ,
1626171,Bobby Portis,"Took a big step back in 2022-23, but he benefits every time the Bucks are without a stud and that happens a ton.","Bobby Portis couldn’t build on his top-60 finish in 9-cat during the 2021-22 season, finishing a couple rounds shy of the top-100 in 2022-23. While most of his production was similar with a near double-double average, he saw his steal and block drop to career lows. The reason was simple, as the Bucks had a healthy Brook Lopez back in the mix which moved Portis to the four. 

For context, Portis played 81% of his minutes at the four in 2022-23 compared to the 7% the year prior. With Lopez re-signing, expect similar position splits. An area that we could see some positive regression is his 3-point shooting, as he shot 37% compared to 39% in 2021 and 47% in 2020 (career best by a mile). It’s hard to view Portis as anything more than a late-round source of points, rebounds and 3s with above average percentages and an allergy to defensive stats.","One of the best backup bigs in the NBA, but he did regress last season."
1626172,Kevon Looney,"Incredible rebounder, but I worry about his body holding up after his fluky 82-game campaign.","Kevon Looney is more valuable to the Warriors than he is in fantasy, but if he can put together another healthy season like he did in 2022-23 (82 games), then there is still plenty of value to be had here. There’s a chance Looney could come off the bench with the Warriors bringing in Chris Paul for some smaller lineups, but whether Looney starts or not, he’s likely to be in the 22-24 range to keep him fresh. Coach Steve Kerr called him one of the best bigs in the NBA and Draymond said he’s the “calming force” for the Warriors. 

He generates a ton of points for Golden State with his screen setting ability, and he’s a rebounding machine, ranking 3rd in the NBA in rebound rate with 14.0 boards per 36. He’s a great rim protector and contested the 7th most shots in the NBA, although his block rate isn’t great. He’s good for a couple dimes per game too, and he should have plenty left in the tank in his age-27 season despite an alarming injury history to begin his career. Give him a look late if you need to boost your rebounds and FG% without hurting you elsewhere. ","Powered through all 82 games. Monster rebounder, but might come off bench now."
1626174,Christian Wood, , ,
1626179,Terry Rozier,"Not sure he’ll be this cheap, but his uncertain future in Charlotte makes me a bit nervous. ","The 2022-23 season was a wash for most of the organization due to injuries and a Miles Bridges suspension, as LaMelo Ball played 36 games and Kelly Oubre played 48. Ankle/foot issues limited Rozier to 62 appearances, but when he was out there he was forced to play hero ball with a career-high usage rate of 27%. 

His production spiked as a result with career-best marks in points (21.1) and assists (5.1), but his efficiency suffered with a shooting line of 41/32/80. He had the 5th worst FG% at the rim among drivers, the 4th worst 3P% from the corner (29%) and he was the 4th least efficient player in half court sets. I almost feel bad for him as he was thrown completely out of his comfort zone out of necessity. 

Rozier has found himself in the rumor mill quite a lot along with Gordon Hayward, but if stays in Charlotte I think a mild bounce back is on the table. LaMelo will be back to run the offense, Miles Bridges will give the Hornets a rim runner, Brandon Miller will bring some outside shooting and Mark Williams could establish himself as a dominant rim protector and roll man. ","Couldn't throw it into the ocean last season, but he has help again this year."
1626181,Norman Powell,"Pretty empty outside of points and 3s, but he’s a ton of fun when Kawhi and PG-13 miss time and that happens a lot. ",,
1626192,Pat Connaughton, , ,
1626195,Willy Hernangomez, , ,
1626196,Josh Richardson,"J Rich looked rough in New Orleans, but the Heat could use a floor spacer and defender. ","Josh Richardson has returned to Miami to relive his glory days. He had two top-70 seasons in Miami from 2017 to 2019, but a lot has changed since then. He’ll play a much different role with the Heat this time around, as he’ll be the fourth or fifth option on offense. That said, he could still handle the ball a little bit for the second unit, as Kyle Lowry is on the decline. His steal/block rates have always been his bread and butter, and he’s a capable 3-point shooter. He could be a poor man’s Kentavious Caldwell-Pope. ",
1626204,Larry Nance Jr.,The Pelicans love their small-ball lineups with Nance at the five. J-Val is fading fast.,"Nance Jr. has some injury red flags, but he’s very important to the Pelicans. When Nance is at the five, the Pelicans are much more dynamic on both ends of the floor. Jonas Valanciunas looked a step slow in 2022-23, and the Pelicans gave up on Jaxson Hayes and sent him packing. Nance was a 12th-rounder in 9-cat in 21 minutes per game last season, so he has a nice floor even if his overall stat profile is boring. ",
1626220,Royce O'Neale,A glue-type player that contenders will be calling about.,"His role could hinge on just how healthy Ben Simmons looks for the Nets. Royce can do a little bit of everything, as he spaces the floor, defends well and hits 3s. The Nets are likely to be sellers this season though, and Royce could find himself expendable. He was an 11th-rounder in 9-cat last season with 31 minutes per game. ",
1626224,Cedi Osman, , ,
1627732,Ben Simmons,"There’s zero risk to taking a flier on Simmons after pick 100, but you’ll have to punt a category or two to mess with him. ","No one has a crystal ball. If they tell you what to expect from Simmons this season they are lying to you. There’s been reports of Simmons never looking better and that he’s “as healthy as he’s ever been.” We’ve seen this movie before. Chances are, that report is coming out of Simmons’ camp. 

Will the Nets give him a chance? They’d be foolish not to, as they have nothing to lose a in the early stages of a rebuild around Mikal Bridges. Spencer Dinwiddie’s job security isn’t great by any means, and intriguing rookie Dariq Whitehead isn’t healthy yet. On paper, there’s a lot to like about Simmons’ fit in Brooklyn because he has plenty of shooters to drive and kick it out to in Mikal, Cam Johnson, Cam Thomas, DFS and Lonnie Walker. He can get you points, rebounds, assists and elite-level steals (1.8 per 36 for his career), and with 89%(!) of his shots coming from inside 10 feet, his FG% will be elite. 

Do I believe in Simmons? No I don’t. However, he’s also likely to be very cheap and I’ll happily gamble on him if I end up punting away a weakness of his such as 3-pointers and/or FT%.",Not much risk at this price. Have heard nothing but positives coming out of Brooklyn.
1627734,Domantas Sabonis,"He’s durable, the Kings are trending up and Sabonis’ playmaking makes it easy to forgive his lack of defense","Sacramento’s feel-good 2022-23 season was mostly due to the combination of Sabonis and De’Aaron Fox who were led by Mike Brown who brought some serious energy to the franchise. Sabonis has basically become a poor man’s Nikola Jokic, or in other words, an All-NBA talent. He put up averages of 19.1 points, 12.3 rebounds, 7.1 assists, 0.8 steals and 0.5 blocks on 61% from the field and 74% from the line. He’s now the fourth player in history to average 19/12/7, joining Jokic, Wilt and Oscar. Pretty good company…

He was 21st in 9-cat per-game value with an ADP of 24, but he appeared in 79 games to make him the 8th ranked player in totals. He shot 71% in the restricted area 40% from mid-range, helping him rank 9th in the NBA in true shooting. The lack of defensive stats are here to stay, however, as he’s always had very low steal/block rates. But getting seven dimes from your center is such an advantage these days, and Sabonis was 17th(!) in the entire NBA in assist rate. With the Kings returning their core and Sabonis going into his prime, he’s one of the safest early-round picks to select. ","Minimal defense, but who cares when you're averaging a near triple-double."
1627736,Malik Beasley, , ,
1627739,Kris Dunn,He’s Utah’s best PG. Do they feel the same way?,"Collin Sexton is the presumed starter for the Jazz, but he’s not in my initial top-200. Sexton’s fantasy upside is non-existent. Meanwhile, Dunn was picked up by the Jazz late into the 2022-23 season and proceeded to post 6th-round value in 9-cat in 25.8 minutes per game. 

Talen Horton-Tucker played most of his minutes at the two last season, while Jordan Clarkson plays most of his minutes there as well. That means Dunn simply has to leapfrog Sexton and I love his chances. Dunn ranked in the 93rd percentile as the ball-handler in the pick-and-roll, and he was a menace on the defensive end with 1.1 steals and 0.5 blocks in limited run. If I get my wish and Dunn wins the starting job in camp, get ready to watch this rank soar. ",Utah's best point guard. Hoping he wins the job over Sexton.
1627741,Buddy Hield,"One of the NBA’s best shooters has more competition for minutes and touches, but he’ll still make plenty of noise. ","Buddy Hield was a staple of Rick Carlisle’s lineups in 2022-23, appearing in 80 games with 73 starts. He put together one of the best shooting seasons of his career with a 45/42/82 shooting line. He ranked 47th in per-game 9-cat value and 26th in totals, smoking his APD of 83. 

Buddy hit a comical 44% on pull-up 3s and 42% on catch-and-shoot 3s, all while finishing 2nd in the NBA in total 3-point makes. He also posted the second highest steal rate of his career, a solid 13% assist rate (a few dimes per night) and his highest rebound rate ever.

The Pacers are going to be deeper this season, as they added Bruce Brown and Jarace Walker. It’s also fair to expect an internal leap from Bennedict Mathurin, creating a logjam on the wings. Hield may struggle to get back to 31 minutes per game, but something in the 28 range seems reasonable. He’s too versatile to be labeled a 3-point specialist, and with no injury baggage, there’s a lot to like here for one of the NBA’s best shooters.","May have a reduced role, but still one of the NBA's best shooters and his defense has improved."
1627742,Brandon Ingram,"A usage rate hit is coming, so can Ingram make up for it with a bump in the peripheral stats?","Brandon Ingram led the charge for a New Orleans roster that was without Zion for most of the campaign, although he had some injury issues himself. In fact, he played in a total of 45 games with most of his absences related to a stubborn toe injury. Missed games have been a common theme for Ingram though, as he’s only eclipsed 62 games one time in his 7-year career which was his rookie season. 

Ingram posted a career-high usage rate of 30% and produced his best ever offensive season with 24.7 points and 5.8 assists on a 48/39/88 shooting line. But he was still just the 60th best player in 9-cat (per game) which was about a round shy of his ADP, as his mediocre steal/block rates, low 3-point volume and high turnovers held him back from elite status. The Pelicans needed him to be more of a playmaker in 2022-23, and much like Zion, he excelled and ranked in the 94th percentile of Basketball Index’s “Playmaking Talent.”

With Zion healthy and Dyson Daniels ready for a larger workload, we may see Ingram get fewer touches on the ball. However he could offset that slightly with more looks from deep, similar to the 2019 and 2020 seasons when he threw up six attempts per game. He’ll need to make a jump defensively to break into the elite tier of wings, and when you consider the red flags with his health, he could be a tough buy at his projected ADP with his name value being higher than his fantasy value.",Not a big fan. Low volume of 3s and poor defensive stats.
1627745,Damian Jones, , ,
1627747,Caris LeVert,"Capable bench scorer for Cleveland, but hasn’t jumped off the page statistically since his Brooklyn days. ","Levert is a ton of fun to watch with his craft ball-handling and finishing ability, but he’s simply uninspiring as a fantasy asset. At least in his current role as Cleveland’s Sixth Man. Despite seeing north of 30 minutes per game, LeVert had a mere 18% usage rate and didn’t jump off the page statistically anywhere except for points, 3s and steals. Add in the fact that he’s a weight on your percentages and there’s enough reason to look elsewhere. Max Strus’ arrival could certainly reduce LeVert’s role as well. ",
